genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note	local_fasta_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	continent	sequence_acquisition	period_stratum	lineage_stratum	rank_hash	route_priority	date_priority	selection_reason	background_replicate
BG::SAMN05333716	SAMN05333716-SRR5071076	SAMN05333716	GCA_001687405.1	SRR5071076	USA	USA	1946	1946-01-01	1946-12-31	1946			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4128979	67.5	1	4128979	ok	North_America	local_fasta	pre2000	ptxP1/fim3-1	4471c5683a341abc002dcf2792a741f16508d2adc4c8febbf4441a557b91f594	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN16357510	SAMN16357510-SRR13674463	SAMN16357510	GCA_016903095.1	SRR13674463	USA	USA							unknown	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	unknown	ptxP1/fim3-1	4dba516072892560f3bfd7dbb7ee1d15247e952f33bbf8ae7b881603a7e0e2b8	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA1931348	SAMEA1931348-ERR361856	SAMEA1931348	GCA_001331055.1	ERR361856	POL	Poland	1963	1963-01-01	1963-12-31	1963			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3828670	68	375	16152	ok	Europe	local_fasta	pre2000	ptxP1/fim3-1	4e8815b82f644f00bd68f8c5b1560039d12012494b15efc52ebf04744e8b138b	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN03784877	SAMN03784877-GCA_001187405.1	SAMN03784877	GCA_001187405		ITA	Italy	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3876671	68	322	20184	ok	Europe	local_fasta	2010_2014	ptxP3/fim3-1	4f7b971ab4a712ecbaaeb5bf069abbdd2f0df7deee6e3910cf83859af804b0ae	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN08178168	SAMN08178168-SRR9006061	SAMN08178168	GCA_004009535.1	SRR9006061	USA	USA	2007	2007-01-01	2007-12-31	2007			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	United States Sublineage 1	4f8c273e80a4ca03b1161b41732e5a821228efcf57f8e66988c0c114d595f365	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN40551704	SAMN40551704-GCF_037908135.1	SAMN40551704	GCF_037908135		ESP	Spain	2024	2024-01-01	2024-12-31	2024			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			Europe sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1	ptxP3	fim3-1		False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3807435	68	349	18956	ok	Europe	local_fasta	2023_2025	Europe sublineage 1	5009a15a71f2df336efb070cfdca53cbf504df800a015572e5b8573788585860	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN11821785	SAMN11821785-SRR9123496	SAMN11821785	GCA_050360035.1	SRR9123496	USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIb	others		ptxP1	fim3-4	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	others	54d63c93aad6f29357992fcba5894a4c10f749f118a1cd96710e22f5dcde3fa4	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA1931798	SAMEA1931798-GCA_001196005.1	SAMEA1931798	GCA_001196005	ERR361833	NLD	Netherlands	2001	2001-01-01	2001-12-31	2001			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3706483	67.5	1022	6500	ok	Europe	local_fasta	2000_2009	ptxP3/fim3-2	58db1bc7f4cb56eff2c24a98f6d6315d9ed3f4a75a34f808ad5e06129e90cfcd	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN18620802	SAMN18620802-SRR14288327	SAMN18620802	GCA_030252955.1	SRR14288327	USA	USA	2020	2020-01-01	2020-12-31	2020			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3		23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2020_2022	ptxP3/fim3-1	5c7fb594219a1345fdeb6d403535c78ff5e9bca35dd7d4f1401d465e8909efc6	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN02940632	SAMN02940632-GCA_020622525.1	SAMN02940632	GCA_020622525	SRR1524955	BRA	Brazil	2011	2011-01-01	2011-12-31	2011			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3824688	68	295	20100	ok	South_America	local_fasta	2010_2014	ptxP3/fim3-2	5f1c342175b5c4a6eb5934ac431a4ee1a6c8f0380d9ec561602497ed8c85eccf	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN19416302	SAMN19416302-GCF_030644685.1	SAMN19416302	GCF_030644685		IND	India	2018	2018-01-01	2018-12-31	2018			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4102969	67.5	1	4102969	ok	Asia	local_fasta	2015_2019	ptxP1/fim3-1	60a3672193533b5db277e82017804b4fc9a9518c1cbce1d4d8354bc4c52eedd9	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN16357509	SAMN16357509-SRR13674461	SAMN16357509	GCA_016904215.1	SRR13674461	USA	USA							unknown	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4105604	67.5	1	4105604	ok	North_America	local_fasta	unknown	ptxP3/fim3-2	6742a47d73431a72bc63d2a7d41745b13bcfbb8592cdd59c5d536594564b234a	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA751357	SAMEA751357-ERR028823	SAMEA751357	GCA_001332515.1	ERR028823	SWE	Sweden	1999	1999-01-01	1999-12-31	1999			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3755318	68	814	7925	ok	Europe	local_fasta	pre2000	ptxP3/fim3-1	6d3e96661be8b59aa2507cd6e5c25b0bd71a756497c31a3e3b5ec6570f8563d6	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN07362432	SAMN07362432-SRR5858783	SAMN07362432	GCA_002406875.1	SRR5858783	MEX	Mexico	2008	2008-01-01	2008-12-31	2008			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3868965	68	341	19559	ok	North_America	local_fasta	2000_2009	ptxP3/fim3-2	71ecc5f37e32a90f3ceda4451e114821ba45e1e88fa00207a5bd9bd878f48d34	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA1931721	SAMEA1931721-GCA_001209985.1	SAMEA1931721	GCA_001209985		KEN	Kenya	1975	1975-01-01	1975-12-31	1975			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	Africa	local_fasta	pre2000	ptxP1/fim3-1	72cf65a458792101b63d37833f0d378739e5ffe73cea2875ed770cf32dd0ddd0	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN07362433	SAMN07362433-SRR5858782	SAMN07362433	GCA_002406865.1	SRR5858782	MEX	Mexico	2009	2009-01-01	2009-12-31	2009			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3884116	68	317	19430	ok	North_America	local_fasta	2000_2009	ptxP3/fim3-2	745be31c4e09a0f76a561701074ab1ddc87aebcfcab84ea23323519beaebfe01	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914453	SAMEA8914453-ERR6096281	SAMEA8914453	RRASM_ERR6096281	ERR6096281	FIN	Finland	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3868849	67.81	367	20283	ok	Europe	local_fasta	2010_2014	ptxP3/fim3-2	75d246bf515a99601330cf33b53c439f06daa7348ee5b64dee205629e9a4e7ff	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA1931748	SAMEA1931748-ERR361832	SAMEA1931748	GCA_001331155.1	ERR361832	KEN	Kenya	1975	1975-01-01	1975-12-31	1975			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIb	others		ptxP6	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3846507	68	407	14809	ok	Africa	local_fasta	pre2000	others	7871c4311cc32cfaa9334c6588baa83392c00c7ed47a46e47948bf9c02c51250	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN18620777	SAMN18620777-SRR14288354	SAMN18620777	GCA_030253035.1	SRR14288354	USA	USA	2020	2020-01-01	2020-12-31	2020			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2020_2022	United States Sublineage 1	78ac482b69fe8a66867809bad35b9b1a7131e93752016bab54e65ea99923e2aa	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN18620814	SAMN18620814-SRR14288314	SAMN18620814	GCA_030252895.1	SRR14288314	USA	USA	2020	2020-01-01	2020-12-31	2020			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4110659	67.5	1	4110659	ok	North_America	local_fasta	2020_2022	United States Sublineage 1	80605490364a7961729f2299b7869bf5af40cd5208026419b06329da7d7a61fd	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN03566787	SAMN03566787-GCA_001307725.1	SAMN03566787	GCA_001307725		NLD	Netherlands	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4109548	67.5	1	4109548	ok	Europe	local_fasta	2010_2014	ptxP3/fim3-1	80cf8ceedca6a7f150eff61947eacc1e31db6d014dd1bc49dab0db9fa7a8bdf8	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA751309	SAMEA751309-ERR028832	SAMEA751309	GCA_001332275.1	ERR028832	SWE	Sweden	2004	2004-01-01	2004-12-31	2004			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3776137	68	668	9913	ok	Europe	local_fasta	2000_2009	ptxP3/fim3-2	86165e9514d8c24724339f9c00933004cbd3951d1d16c642a29d366ceafa4454	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN19416301	SAMN19416301-GCA_030644705.1	SAMN19416301	GCA_030644705		IND	India	2018	2018-01-01	2018-12-31	2018			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4124542	67.5	1	4124542	ok	Asia	local_fasta	2015_2019	ptxP1/fim3-1	86348b82f23f980af5066024ae31abda56396c00aa07f2c7854119affe370afe	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN03566780	SAMN03566780-GCA_001307585.1	SAMN03566780	GCA_001307585		NLD	Netherlands	1999	1999-01-01	1999-12-31	1999			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4108472	67.5	1	4108472	ok	Europe	local_fasta	pre2000	ptxP3/fim3-2	893571b60994eabe8ccb6f91891e83522edb22b94d6a252ad6053e38efc7404c	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN19416304	SAMN19416304-GCF_030644645.1	SAMN19416304	GCF_030644645		IND	India	2019	2019-01-01	2019-12-31	2019			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4109539	67.5	1	4109539	ok	Asia	local_fasta	2015_2019	ptxP3/fim3-1	8a0d9c2f510e3facf69f51b9ef7a8f897897089297b7ea2f7374520d3ff03ab5	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA751153	SAMEA751153-ERR037419	SAMEA751153	GCA_001262195.1	ERR037419	CAN	Canada	2001	2001-01-01	2001-12-31	2001			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	ptxP3/fim3-2	8b44642f83e8bba2e733099e3c5cadedbc88d3198152088cb65962a7a6228d8e	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN08395634	SAMN08395634-SRR9006194	SAMN08395634	GCA_004634705.1	SRR9006194	GTM	Guatemala	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4107434	67.5	1	4107434	ok	North_America	local_fasta	2010_2014	ptxP3/fim3-1	8c6f24e6c8ca2927e4a1c2879ed159b28ebaa6cb98d250ca1a9e67430ca08206	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA751516	SAMEA751516-ERR031082	SAMEA751516	GCA_001333855.1	ERR031082	ARG	Argentina	1900	1900-01-01	1900-12-31	1900			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3726237	67.5	1192	5688	ok	South_America	local_fasta	pre2000	ptxP1/fim3-1	951664341dd43865685e7666989f1e8b9cdf7f995d440297a60db194d64e90e5	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA751125	SAMEA751125-ERR029326	SAMEA751125	GCA_001331375.1	ERR029326	ARG	Argentina	2000	2000-01-01	2000-12-31	2000			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3787697	68	561	11537	ok	South_America	local_fasta	2000_2009	ptxP3/fim3-1	9820076372ddf1d08f23980bc5b9872e79e7915f92703766710a223b142ea558	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA751318	SAMEA751318-ERR037417	SAMEA751318	GCA_001332335.1	ERR037417	SWE	Sweden	1970	1970-01-01	1970-12-31	1970			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3780318	68	595	11537	ok	Europe	local_fasta	pre2000	ptxP1/fim3-1	9e17bc3fff77e17e72afb161695c7483b4afaf77dbbb1783c6b8b7015ac8e822	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA751394	SAMEA751394-ERR019600	SAMEA751394	GCA_001319265.1	ERR019600	POL	Poland	1997	1997-01-01	1997-12-31	1997			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3777917	68	863	7631	ok	Europe	local_fasta	pre2000	ptxP1/fim3-1	9ebf4a7b527019c7cfbfbdea026dee7a3b44ee7b633bed31c094c5f610203e1c	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN16357507	SAMN16357507-SRR13674456	SAMN16357507	GCA_016904355.1	SRR13674456	USA	USA							unknown	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	unknown	ptxP1/fim3-1	a2dcba7a5f042c734e1dc00909126d6c1c430c2adfc2aba4195aaa2c2abdec05	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914475	SAMEA8914475-ERR6096303	SAMEA8914475	RRASM_ERR6096303	ERR6096303	FIN	Finland	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3862434	67.81	370	20176	ok	Europe	local_fasta	2015_2019	ptxP3/fim3-1	af19a5bce9ee939dbcf238e4ab6abbfa89dbf99af56e8495552328a3b7a2b218	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN03455354	SAMN03455354-SRR5070787	SAMN03455354	GCA_001985385.1	SRR5070787	USA	USA	2011	2011-01-01	2011-12-31	2011			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP1/fim3-1	afa661ad8b4d30f374caf189c9601ff109bbb49c5b7913788134a38721378fbe	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN03566783	SAMN03566783-GCA_001307645.1	SAMN03566783	GCA_001307645		SWE	Sweden	2009	2009-01-01	2009-12-31	2009			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4104305	67.5	1	4104305	ok	Europe	local_fasta	2000_2009	ptxP3/fim3-2	b2b24ede08f168fda0a8711cde6ce282105f09d52ccc67f70e162d6e993ab144	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914472	SAMEA8914472-ERR6096300	SAMEA8914472	RRASM_ERR6096300	ERR6096300	FIN	Finland	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3862681	67.81	368	19951	ok	Europe	local_fasta	2015_2019	ptxP3/fim3-1	b57e544bdbf7984bb70a298788e983c9eecbba9980288f95d4ab22258d74de50	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA3923584	SAMEA3923584-GCA_900445865.1	SAMEA3923584	GCA_900445865	ERR1475874	DNK	Denmark	1973	1973-01-01	1973-12-31	1973			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIa	others		ptxP2	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4179998	67.5	5	3717843	ok	Europe	local_fasta	pre2000	others	b5e6f33e30c3b691765f612496b572d5882edae59564d7d1f19e6adb385be14c	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
